business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,cat_list,unique_category,restaurant_type,has_wifi,has_parking,animal_friendly,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
zjQDk4tZyhEroyqtkgvx0g,The Cobblestone Eatery and Drinkery,115 W St Louis St,Lebanon,IL,62254,38.6041071,-89.8085329,3.5,52,1,"{'RestaurantsDelivery': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'WiFi': ""u'free'"", 'BikeParking': 'False', 'Caters': 'False', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'ByAppointmentOnly': 'False', 'GoodForDancing': 'False', 'Alcohol': ""u'full_bar'"", 'DogsAllowed': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'NoiseLevel': ""u'average'"", 'CoatCheck': 'False', 'GoodForKids': 'True', 'HappyHour': 'True', 'Smoking': ""u'outdoor'"", 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{u'breakfast': None, u'brunch': None, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': None}"", 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': None}""}","American (Traditional), Nightlife, Breakfast & Brunch, Event Planning & Services, Venues & Event Spaces, Italian, Bars, Restaurants","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}","['American (Traditional)', ' Nightlife', ' Breakfast & Brunch', ' Event Planning & Services', ' Venues & Event Spaces', ' Italian', ' Bars', ' Restaurants']",Bars,Italian,True,True,False,15.0,15.0,15.0,15.0,15.0,15.0,15.0
gI34hM-873fwF1XQ8hOaSg,Joe’s Pizza and Pasta,"5775 Godfrey Rd, Ste A",Godfrey,IL,62035,38.9491828,-90.1903059,4.0,17,1,"{'HasTV': 'True', 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': False, u'intimate': None, u'romantic': None, u'classy': False, u'upscale': None}"", 'Alcohol': ""u'beer_and_wine'"", 'OutdoorSeating': 'True', 'DriveThru': 'True', 'WheelchairAccessible': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Salad, Pizza, Restaurants, Italian","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-20:0'}","['Salad', ' Pizza', ' Restaurants', ' Italian']",Food,Italian,False,True,False,,10.0,10.0,10.0,10.0,10.0,9.0
MVmJuns9ZD9QLGltc0Am8g,Triple R's Smokehouse,1414 W Main St,Mascoutah,IL,62258,38.4935850144,-89.8207885399,4.5,8,0,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True'}","Restaurants, Barbeque","{'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-18:0'}","['Restaurants', ' Barbeque']",Food,Others,False,False,False,,9.0,9.0,9.0,9.0,9.0,7.0
61oyIzeFjG977kMhMxVznw,Distler's Auto Repair,100 N Main St,O Fallon,IL,62269,38.5616342,-89.896862,4.0,5,1,,"Towing, Automotive, Auto Parts & Supplies, Auto Repair","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}","['Towing', ' Automotive', ' Auto Parts & Supplies', ' Auto Repair']",Automotive,,False,False,False,9.0,9.0,9.0,9.0,9.0,,
CJNKR_FQ4BOiJqcTtZlkoA,Kinzels Flower Shop,723 E 5th St,Alton,IL,62002,38.8913389123,-90.173185,4.0,8,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'None'}","Shopping, Flowers & Gifts, Florists","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-13:0'}","['Shopping', ' Flowers & Gifts', ' Florists']",Shopping,,False,False,False,8.0,8.0,8.0,8.0,8.0,4.0,
9Bf4mhvCmA6sv0hpwi3jDw,Quality Inn & Suites Near St. Louis And I-255,1607 Pontiac Drive,Cahokia,IL,62206,38.555865,-90.164445,3.0,14,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Event Planning & Services, Hotels & Travel, Hotels, Home Services, Home Cleaning","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}","['Event Planning & Services', ' Hotels & Travel', ' Hotels', ' Home Services', ' Home Cleaning']",Hotels,,True,False,False,24.0,24.0,24.0,24.0,24.0,24.0,24.0
FzelkV3vzxkRgBmVSIqALA,Edley’s,2392 S State Rt 157,Glen Carbon,IL,62034,38.7733254332,-89.9929298076,3.0,34,1,"{'OutdoorSeating': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': None}"", 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': None}""}","Barbeque, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}","['Barbeque', ' Restaurants']",Food,Others,False,True,False,10.0,10.0,10.0,10.0,11.0,11.0,10.0
24Rr4ALt3fDNROR5LEgp0g,Imo's Pizza,2704 Godfrey Rd,Godfrey,IL,62035,38.9226213,-90.1925518,2.5,22,1,"{'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'BikeParking': 'False', 'HasTV': 'True', 'NoiseLevel': ""u'average'""}","Restaurants, Pizza",,"['Restaurants', ' Pizza']",Food,Fast Food,False,False,False,,,,,,,
IS0B5nLJPluVT8NwGgospA,Cheddar's Scratch Kitchen,6600 N Illinois St,Fairview Heights,IL,62208,38.5965175492,-89.9841942417,2.5,187,1,"{'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'WiFi': ""u'free'"", 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'False', 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'DogsAllowed': 'False', 'Smoking': ""u'no'""}","Comfort Food, American (New), American (Traditional), Restaurants, Southern","{'Monday': '11:0-16:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}","['Comfort Food', ' American (New)', ' American (Traditional)', ' Restaurants', ' Southern']",Food,American,True,True,False,5.0,11.0,11.0,11.0,12.0,12.0,11.0
YnfJv2xUF1GUNORfHAFRFg,Aiello's Pizzeria,1318 Niedringhaus Ave,Granite City,IL,62040,38.7015013,-90.1494921,4.0,12,0,"{'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'beer_and_wine'"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'False', 'WiFi': ""'no'"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True'}","Restaurants, Pizza","{'Monday': '17:0-20:0', 'Tuesday': '17:0-20:0', 'Wednesday': '17:0-20:0', 'Thursday': '17:0-20:0', 'Friday': '17:0-22:0', 'Saturday': '13:0-22:0'}","['Restaurants', ' Pizza']",Food,Fast Food,True,False,False,3.0,3.0,3.0,3.0,5.0,9.0,
G0jHNZzhiHWCYZmZWCg-6w,Downtown Diner,1400 Niedringhaus Ave,Granite City,IL,62040,38.7013636,-90.1472908,4.0,8,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HasTV': 'True'}","Restaurants, Diners","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}","['Restaurants', ' Diners']",Food,Others,False,False,False,24.0,24.0,24.0,24.0,24.0,24.0,24.0
-lhJzNZPffleH2FQ3-5puw,Best Bridal Prices,200 W Homer M Adams Pkwy,Godfrey,IL,62035,38.924001,-90.1909506,3.0,11,0,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Shopping, Bridal","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-17:0', 'Sunday': '12:0-17:0'}","['Shopping', ' Bridal']",Shopping,,False,True,False,9.0,9.0,9.0,9.0,8.0,7.0,5.0
JRoY9Mx2LghIki2Uo1SOJA,The Wine Tap,223 E Main St,Belleville,IL,62220,38.5137923,-89.9805554,4.5,93,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'False', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': None, 'video': False, 'karaoke': None}"", 'Caters': 'False'}","Bars, Wine Bars, Nightlife, Restaurants, Italian","{'Tuesday': '15:30-22:0', 'Wednesday': '15:30-22:0', 'Thursday': '15:30-22:0', 'Friday': '15:30-0:0', 'Saturday': '15:30-0:0'}","['Bars', ' Wine Bars', ' Nightlife', ' Restaurants', ' Italian']",Bars,Italian,True,True,False,,7.0,7.0,7.0,9.0,9.0,
MOBvgVwvZMV8hyngcr7hfw,Shiloh Veterinary Clinic,3690 Green Mount Crossing,Shiloh,IL,62269,38.5562740854,-89.92863078,5.0,10,1,,"Veterinarians, Pets","{'Monday': '8:0-18:0', 'Tuesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-12:0'}","['Veterinarians', ' Pets']",Others,,False,False,False,10.0,11.0,,11.0,9.0,4.0,
pMEQsY7OdNS8jlM39f58Vg,Subliminal Grilled Subs & More,141 S Main St,Waterloo,IL,62298,38.3351684,-90.1504277,4.5,7,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'True', 'GoodForKids': 'True'}","Restaurants, Salad, Soup, Sandwiches",,"['Restaurants', ' Salad', ' Soup', ' Sandwiches']",Food,Others,False,False,False,,,,,,,
bIn7Is88ra509YZhf4VLxA,Advanced Medical Weight Loss,11 Junction Dr,Glen Carbon,IL,62034,38.777262,-89.957466,4.0,6,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Weight Loss Centers, Beauty & Spas, Aestheticians, Health & Medical, Hair Loss Centers, Medical Spas, Hair Removal, Laser Hair Removal","{'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-12:0', 'Saturday': '9:0-12:0'}","['Weight Loss Centers', ' Beauty & Spas', ' Aestheticians', ' Health & Medical', ' Hair Loss Centers', ' Medical Spas', ' Hair Removal', ' Laser Hair Removal']",Health & Medical,,False,False,False,,9.0,9.0,9.0,3.0,3.0,
q3AbKPlzrqbUh8tz26vsdQ,Wendy's,5959 Belleville Crossing St,Belleville,IL,62226,38.5293592,-90.0356064,2.0,7,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Fast Food, Burgers","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-0:0'}","['Restaurants', ' Fast Food', ' Burgers']",Food,Fast Food,False,False,False,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Jn5nZ0b-cdBS2xHnF4msug,McDonald's,7301 Westfield Plz,Belleville,IL,62223,38.544739774,-90.0519396365,1.5,12,0,"{'WiFi': ""u'free'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'DriveThru': 'True', 'RestaurantsTakeOut': 'True'}","Restaurants, Fast Food, Burgers, Coffee & Tea, Food","{'Monday': '5:0-0:0', 'Tuesday': '5:0-0:0', 'Wednesday': '5:0-0:0', 'Thursday': '5:0-0:0', 'Friday': '5:0-0:0', 'Saturday': '5:0-0:0', 'Sunday': '5:0-0:0'}","['Restaurants', ' Fast Food', ' Burgers', ' Coffee & Tea', ' Food']",Food,Fast Food,True,False,False,19.0,19.0,19.0,19.0,19.0,19.0,19.0
RpWoiNTe8mCVrcMoCDa86w,My Vintage Addiction,119 E Main St,Belleville,IL,62220,38.513847,-89.981993,5.0,6,0,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True'}","Antiques, Shopping","{'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0'}","['Antiques', ' Shopping']",Shopping,,False,True,False,,7.0,7.0,7.0,7.0,7.0,
6qYiwO5--3xPmsZjglR-Xw,The TOCO Shop,825 W Main St,Belleville,IL,62220,38.5147633,-89.9955021,4.5,10,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'WiFi': ""'free'""}","Fashion, Local Services, Community Service/Non-Profit, Shopping, Thrift Stores, Used, Vintage & Consignment","{'Monday': '10:0-16:0', 'Tuesday': '10:0-16:0', 'Wednesday': '10:0-16:0', 'Thursday': '10:0-16:0', 'Friday': '10:0-16:0', 'Saturday': '10:0-16:0', 'Sunday': '10:0-16:0'}","['Fashion', ' Local Services', ' Community Service/Non-Profit', ' Shopping', ' Thrift Stores', ' Used', ' Vintage & Consignment']",Shopping,,True,True,False,6.0,6.0,6.0,6.0,6.0,6.0,6.0
K96G6_BqFbm5iGTzh85-bQ,Ashley HomeStore,6609 Edwardsville Crossing,Edwardsville,IL,62025,38.7894269,-89.9562624,2.5,54,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False'}","Home & Garden, Mattresses, Furniture Stores, Shopping, Home Decor","{'Monday': '9:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-22:0', 'Sunday': '12:0-20:0'}","['Home & Garden', ' Mattresses', ' Furniture Stores', ' Shopping', ' Home Decor']",Shopping,,False,True,False,12.0,11.0,11.0,11.0,11.0,12.0,8.0
