business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,cat_list,unique_category,restaurant_type,has_wifi,has_parking,animal_friendly,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
34YgAnnZAPOeu8E-6IESJQ,Think Box Photography,,Boise,ID,83704,43.6320897,-116.2863998,5.0,14,1,"{'BusinessAcceptsCreditCards': 'False', 'BusinessAcceptsBitcoin': 'False'}","Session Photography, Photographers, Pets, Pet Services, Event Planning & Services, Pet Photography, Real Estate Services, Real Estate Photography, Event Photography, Real Estate, Home Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}","['Session Photography', ' Photographers', ' Pets', ' Pet Services', ' Event Planning & Services', ' Pet Photography', ' Real Estate Services', ' Real Estate Photography', ' Event Photography', ' Real Estate', ' Home Services']",Others,,False,False,False,24.0,24.0,24.0,24.0,24.0,24.0,24.0
LdQUIP4_DPnJjq-Jf2_iNg,Boise 4x4,2760 S Featherly Way,Boise,ID,83709,43.5778152,-116.2877241,5.0,7,1,"{'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Auto Repair, Automotive, Auto Customization","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}","['Auto Repair', ' Automotive', ' Auto Customization']",Automotive,,True,False,False,8.0,8.0,8.0,8.0,8.0,,
5LbiHS5xbeKUxd9ulIJz4w,Alic Motors,8904 West Fairview Ave,Boise,ID,83704,43.6198388,-116.2930669,2.5,20,1,{'BusinessAcceptsCreditCards': 'False'},"Automotive, Car Dealers",,"['Automotive', ' Car Dealers']",Automotive,,False,False,False,,,,,,,
5SV2YI6MBSOWaEwB8pBHtQ,Collective Concept,114 S 5th St,Boise,ID,83702,43.613448,-116.1999702,5.0,9,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'HairSpecializesIn': ""{'straightperms': True, 'coloring': True, 'extensions': True, 'africanamerican': False, 'curly': True, 'kids': True, 'perms': False, 'asian': True}"", 'GoodForKids': 'True', 'WheelchairAccessible': 'False'}","Hair Salons, Beauty & Spas","{'Monday': '10:0-17:0', 'Tuesday': '8:45-19:30', 'Wednesday': '8:45-19:30', 'Thursday': '7:45-19:45', 'Friday': '7:45-18:0', 'Saturday': '10:30-17:0'}","['Hair Salons', ' Beauty & Spas']",Others,,False,True,False,7.0,11.0,11.0,12.0,11.0,7.0,
5VYkn3vm4teAiLVeuT89Qw,PalmerCash,361 N Steelhead Way,Boise,ID,83704,43.6082983398,-116.2906438802,2.0,6,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Shopping, Fashion, Men's Clothing, Children's Clothing, Women's Clothing",,"['Shopping', ' Fashion', "" Men's Clothing"", "" Children's Clothing"", "" Women's Clothing""]",Shopping,,False,False,False,,,,,,,
ZpmSEd9N042IJanBiKlKiQ,Smoke & Thyme,701 W Fulton St,Boise,ID,83702,43.6111922,-116.2062753,4.0,19,1,"{'RestaurantsDelivery': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'False'}","American (New), Barbeque, Restaurants, Burgers, Sandwiches, Salad","{'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}","['American (New)', ' Barbeque', ' Restaurants', ' Burgers', ' Sandwiches', ' Salad']",Food,Fast Food,False,False,False,,,10.0,10.0,10.0,10.0,10.0
QTsscMMSMJbWGjGktvQwZA,Modern Printers,714 N Main St,Meridian,ID,83642,43.6105119,-116.3913359,4.5,5,1,{'BusinessAcceptsCreditCards': 'True'},"Local Services, Printing Services",,"['Local Services', ' Printing Services']",Others,,False,False,False,,,,,,,
TJe1ZGe-X0-GjOQd00kKxA,Brixx Craft House,"7700 W State St, Ste 100",Boise,ID,83714,43.671633,-116.283591,4.0,115,1,"{'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'DogsAllowed': 'True', 'Alcohol': ""u'full_bar'"", 'WheelchairAccessible': 'True', 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': False}"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'HappyHour': 'True', 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': True, u'friday': True, u'saturday': False, u'sunday': False}"", 'RestaurantsGoodForGroups': 'True', 'Music': ""{u'dj': False, u'live': None, u'jukebox': None, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","American (Traditional), Pubs, Sports Bars, Nightlife, Bars, Gastropubs, Beer Bar, Restaurants, Cocktail Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '10:0-20:0'}","['American (Traditional)', ' Pubs', ' Sports Bars', ' Nightlife', ' Bars', ' Gastropubs', ' Beer Bar', ' Restaurants', ' Cocktail Bars']",Bars,American,False,True,True,24.0,10.0,10.0,11.0,11.0,11.0,10.0
6XT6OcqGU-8BXKFp7zHoRA,Queen Nails & Spa,1752 W State St,Boise,ID,83702,43.625567,-116.2109944,2.5,68,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Nail Salons, Beauty & Spas","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-18:0', 'Sunday': '11:0-17:0'}","['Nail Salons', ' Beauty & Spas']",Others,,False,False,False,9.0,9.0,9.0,9.0,9.0,8.0,6.0
3rh9S7pQWFf8WP1Vg67aaQ,Expert Home Offers,"7154 W State St, Ste 147",Boise,ID,83714,43.6693994,-116.2785626,2.0,5,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Real Estate, Home Services, Real Estate Agents, Real Estate Services","{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}","['Real Estate', ' Home Services', ' Real Estate Agents', ' Real Estate Services']",Others,,False,False,False,24.0,9.0,9.0,9.0,9.0,,
fsUszFqMLQYCLU-hlXDGsQ,Jiffy Lube,1516 E State St,Eagle,ID,83616,43.6914869,-116.3351664,3.0,6,1,{'BusinessAcceptsCreditCards': 'True'},"Oil Change Stations, Automotive, Auto Glass Services, Auto Repair","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-17:0'}","['Oil Change Stations', ' Automotive', ' Auto Glass Services', ' Auto Repair']",Automotive,,False,False,False,10.0,10.0,10.0,10.0,10.0,9.0,
Ju5N_-2Jk374uBu4zaxGAA,Yogurt Court,6932 W State St,Boise,ID,83714,43.6675459002,-116.2767655402,2.5,7,0,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True'}","Ice Cream & Frozen Yogurt, Food","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:30'}","['Ice Cream & Frozen Yogurt', ' Food']",Food,Others,False,False,False,9.0,9.0,9.0,11.0,11.0,11.0,8.0
URx5X3g4IoDHbIidFO0bLA,Gateway Parks Eagle,165 S Eagle Island Pkwy,Eagle,ID,83616,43.684826,-116.403473,4.5,16,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'DogsAllowed': 'True', 'WheelchairAccessible': 'False'}","Parks, Skate Parks, Tubing, Arts & Entertainment, Hotels & Travel, Active Life, Ski Resorts","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}","['Parks', ' Skate Parks', ' Tubing', ' Arts & Entertainment', ' Hotels & Travel', ' Active Life', ' Ski Resorts']",Active Life,,False,True,True,12.0,12.0,12.0,12.0,12.0,12.0,12.0
8f9Jqi4L69SQZIkU5r66Lw,Lee Read Diamonds,650 E Sonata Ln,Meridian,ID,83642,43.5940744,-116.3860335,3.5,20,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'WheelchairAccessible': 'True'}","Jewelry Repair, Local Services, Shopping, Appraisal Services, Jewelry","{'Monday': '0:0-0:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0'}","['Jewelry Repair', ' Local Services', ' Shopping', ' Appraisal Services', ' Jewelry']",Shopping,,False,True,False,24.0,7.0,8.0,8.0,8.0,8.0,
ZH-D4qbLggBSvwpF0zXrQQ,The Original Pancake House,5900 W Fariview Ave,Boise,ID,83704,43.6192456,-116.2546881,4.0,155,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'True', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'GoodForMeal': ""{u'breakfast': True, u'brunch': True, u'lunch': None, u'dinner': False, u'latenight': False, u'dessert': False}"", 'Corkage': 'False', 'BYOB': 'False', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"", 'WheelchairAccessible': 'True'}","Breakfast & Brunch, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '7:0-13:0', 'Wednesday': '7:0-13:0', 'Thursday': '7:0-13:0', 'Friday': '7:0-13:0', 'Saturday': '8:0-14:0', 'Sunday': '7:30-14:0'}","['Breakfast & Brunch', ' Restaurants']",Food,Others,True,True,False,24.0,6.0,6.0,6.0,6.0,6.0,7.0
TgKLEpvqg66KDZA6rVV56A,Audi Boise,8400 Franklin Rd,Boise,ID,83709,43.605278,-116.286249,3.5,27,1,{'BusinessAcceptsCreditCards': 'True'},"Automotive, Used Car Dealers, Auto Repair, Car Dealers","{'Monday': '7:30-20:0', 'Tuesday': '7:30-20:0', 'Wednesday': '7:30-20:0', 'Thursday': '7:30-20:0', 'Friday': '7:30-20:0', 'Saturday': '8:30-19:0'}","['Automotive', ' Used Car Dealers', ' Auto Repair', ' Car Dealers']",Automotive,,False,False,False,13.0,13.0,13.0,13.0,13.0,11.0,
4FaYG9qKDpDyr68bKmaIEw,Capitol Cellars,110 S 5th St,Boise,ID,83702,43.6135729,-116.1999038,4.0,176,1,"{'Smoking': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'NoiseLevel': ""'quiet'"", 'DogsAllowed': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'WheelchairAccessible': 'False', 'RestaurantsAttire': ""u'dressy'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'GoodForDancing': 'False', 'Caters': 'True', 'CoatCheck': 'True', 'WiFi': ""u'free'"", 'GoodForKids': 'False', 'HasTV': 'False', 'BYOB': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'Alcohol': ""u'full_bar'"", 'Corkage': 'True', 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': None}"", 'OutdoorSeating': 'True'}","Restaurants, Bars, Wine Bars, American (Traditional), Nightlife, American (New), Wineries, Local Flavor, Coffee & Tea, Food, Breakfast & Brunch, Steakhouses, Arts & Entertainment","{'Monday': '0:0-0:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0'}","['Restaurants', ' Bars', ' Wine Bars', ' American (Traditional)', ' Nightlife', ' American (New)', ' Wineries', ' Local Flavor', ' Coffee & Tea', ' Food', ' Breakfast & Brunch', ' Steakhouses', ' Arts & Entertainment']",Arts & Entertainment,American,True,True,False,24.0,10.0,10.0,10.0,10.0,10.0,
rqaIe-61HKlWaGYmVwlw8Q,Petite 4,4 N Latah St,Boise,ID,83706,43.6046712,-116.22804,4.5,121,1,"{'WiFi': ""'no'"", 'RestaurantsPriceRange2': '3', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'GoodForKids': 'False', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': False}"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'None'}","Food, Restaurants, French, Beer, Wine & Spirits","{'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0'}","['Food', ' Restaurants', ' French', ' Beer', ' Wine & Spirits']",Bars,Others,True,True,False,,3.0,3.0,3.0,5.0,5.0,
3L-cbPMvNbsG9vmOF5QHEQ,Idaho Center For Reproductive Medicine,"1000 E Park Blvd, Ste 110",Boise,ID,83712,43.603023,-116.187203,3.5,13,1,{'ByAppointmentOnly': 'True'},"Fertility, Obstetricians & Gynecologists, Doctors, Health & Medical","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}","['Fertility', ' Obstetricians & Gynecologists', ' Doctors', ' Health & Medical']",Health & Medical,,False,False,False,9.0,9.0,9.0,9.0,9.0,,
x4A46frReno0Wg7ZwczHTA,ReJuv Medspa,1631 S Wells Ave,Meridian,ID,83642,43.5896886,-116.3670907,4.0,16,1,"{'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'False', 'BikeParking': 'False'}","Hair Salons, Makeup Artists, Beauty & Spas, Bridal, Health & Medical, Medical Spas, Skin Care, Shopping, Day Spas","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-17:0'}","['Hair Salons', ' Makeup Artists', ' Beauty & Spas', ' Bridal', ' Health & Medical', ' Medical Spas', ' Skin Care', ' Shopping', ' Day Spas']",Shopping,,False,False,False,10.0,10.0,10.0,10.0,10.0,8.0,
