,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,cat_list,unique_category,restaurant_type,has_wifi,has_parking,animal_friendly,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
10,e5lp4XP_PLkDgIGxdcAh8w,Verizon,4345 Kirkwood Hwy,Wilmington,DE,19808,39.7274535,-75.6526118,1.5,9,1,"{'ByAppointmentOnly': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Internet Service Providers, Mobile Phones, Professional Services, Shopping, Home Services, Electronics","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '11:0-17:0'}","['Internet Service Providers', ' Mobile Phones', ' Professional Services', ' Shopping', ' Home Services', ' Electronics']",Shopping,,False,False,False,10.0,10.0,9.0,9.0,10.0,10.0,6.0
11,A_-Vv5oKZNqxsV69_7E2KQ,8th & Union Kitchen,801 N Union St,Wilmington,DE,19805,39.7524434,-75.5711769,3.5,177,0,"{'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'WiFi': ""'free'"", 'OutdoorSeating': 'True', 'HappyHour': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTableService': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'False', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'NoiseLevel': ""'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Vietnamese, Asian Fusion, Bars, American (New), Restaurants, Breakfast & Brunch, Nightlife, Thai, Gluten-Free",,"['Vietnamese', ' Asian Fusion', ' Bars', ' American (New)', ' Restaurants', ' Breakfast & Brunch', ' Nightlife', ' Thai', ' Gluten-Free']",Bars,American,True,True,False,,,,,,,
12,dUtGBUO0KQfSXpXaN75lqg,The Zeppelin and the Unicorn,400 Silverside Rd,Wilmington,DE,19809,39.7854267,-75.4859705,4.0,9,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False'}","Antiques, Shopping","{'Monday': '12:0-17:0', 'Wednesday': '12:0-17:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '12:0-17:0'}","['Antiques', ' Shopping']",Shopping,,False,True,False,5.0,,5.0,8.0,8.0,8.0,5.0
13,yn2IbzlZZjew0gCtHME2Kg,Natural Nails Salon,6290 Limestone Rd,Hockessin,DE,19707,39.772774,-75.714148,3.5,13,1,"{'BikeParking': 'False', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Nail Salons, Hair Removal, Waxing, Beauty & Spas","{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-18:0', 'Sunday': '11:0-17:0'}","['Nail Salons', ' Hair Removal', ' Waxing', ' Beauty & Spas']",Others,,False,False,False,10.0,10.0,10.0,10.0,10.0,9.0,6.0
14,iJcl9s4kfJfyvUkgbtVlzw,First State Women's Care,"4745 Ogletown Stanton Rd, Ste 106",Newark,DE,19713,39.692059,-75.669905,1.5,5,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'AcceptsInsurance': 'True'}","Obstetricians & Gynecologists, Doctors, Beauty & Spas, Health & Medical, Skin Care, Midwives","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}","['Obstetricians & Gynecologists', ' Doctors', ' Beauty & Spas', ' Health & Medical', ' Skin Care', ' Midwives']",Health & Medical,,False,False,False,8.0,8.0,8.0,8.0,8.0,,
15,KNs8ygVcWhggvwVej9_anQ,Buckley's Auto Care,1604 E Newport Pike,Wilmington,DE,19804,39.7156704,-75.6037589,4.0,15,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False'}","Tires, Automotive, Auto Repair, Oil Change Stations","{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0'}","['Tires', ' Automotive', ' Auto Repair', ' Oil Change Stations']",Automotive,,True,False,False,11.0,11.0,11.0,11.0,11.0,,
16,wBd4P7UkLzbi7NU0DT13pw,The Gutter Guys,101 A S Mary St,Newport,DE,19804,39.7121441,-75.6118861,3.5,20,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Home Services, Gutter Services, Contractors","{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-12:0'}","['Home Services', ' Gutter Services', ' Contractors']",Others,,False,False,False,24.0,9.0,9.0,9.0,9.0,4.0,
17,zrOY3GoObBmINVcCGfD9iw,Xfinity Store by Comcast,5601 Concord Pike,Wilmington,DE,19803,39.834041,-75.542322,3.0,8,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Professional Services, IT Services & Computer Repair, Telecommunications, Television Service Providers, Local Services, Internet Service Providers, Home Services","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '11:0-17:0'}","['Professional Services', ' IT Services & Computer Repair', ' Telecommunications', ' Television Service Providers', ' Local Services', ' Internet Service Providers', ' Home Services']",Others,,False,False,False,11.0,11.0,11.0,11.0,11.0,11.0,6.0
18,FB5o8Xa3TWyiPN5BU8Hgag,Trou Auto Repair,735 Philadelphia Pike,Wilmington,DE,19809,39.771689,-75.4988023,4.0,5,1,{'BusinessAcceptsCreditCards': 'True'},"Automotive, Auto Repair, Gas Stations, Oil Change Stations","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '9:0-13:0'}","['Automotive', ' Auto Repair', ' Gas Stations', ' Oil Change Stations']",Automotive,,False,False,False,9.0,9.0,9.0,9.0,9.0,4.0,
19,eDXjB7t93jXy8maHPBGc0Q,Ramones Flowers,1904 Newport Gap Pike,Wilmington,DE,19808,39.7348162,-75.6296511,4.5,9,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'None', 'WheelchairAccessible': 'False', 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2'}","Shopping, Flowers & Gifts, Florists","{'Monday': '9:0-15:0', 'Tuesday': '9:0-15:0', 'Wednesday': '9:0-15:0', 'Thursday': '9:0-15:0', 'Friday': '9:0-15:0', 'Saturday': '9:0-15:0'}","['Shopping', ' Flowers & Gifts', ' Florists']",Shopping,,False,False,False,6.0,6.0,6.0,6.0,6.0,6.0,
20,25btSWnOGwwB2IQMXF7A-A,Trader Joe's,5605 Concord Pike,Wilmington,DE,19803,39.8338324413,-75.5417255718,4.5,99,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'False', 'RestaurantsDelivery': 'False', 'BikeParking': 'True'}","Grocery, Flowers & Gifts, Beer, Wine & Spirits, Specialty Food, Shopping, Florists, Food","{'Monday': '0:0-0:0', 'Tuesday': '9:0-19:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-21:0', 'Saturday': '9:0-19:0', 'Sunday': '8:0-17:0'}","['Grocery', ' Flowers & Gifts', ' Beer', ' Wine & Spirits', ' Specialty Food', ' Shopping', ' Florists', ' Food']",Shopping,Others,False,True,False,24.0,10.0,13.0,10.0,13.0,10.0,9.0
21,AaRe9p02qoeAcSFLIkvNNQ,The Home Depot,138 Sunset Blvd,New Castle,DE,19720,39.6701002,-75.5965244,2.5,10,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'""}","Appliances, Nurseries & Gardening, Hardware Stores, Home & Garden, Shopping, Home Services, Building Supplies","{'Monday': '0:0-0:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-18:0', 'Friday': '9:0-20:0', 'Saturday': '6:0-21:0', 'Sunday': '7:0-20:0'}","['Appliances', ' Nurseries & Gardening', ' Hardware Stores', ' Home & Garden', ' Shopping', ' Home Services', ' Building Supplies']",Shopping,,True,True,False,24.0,15.0,15.0,12.0,11.0,15.0,13.0
22,oQPt--Rxt1yYbVKOoSZVFA,Vesta Wash,146 Woodland Rd,Newark,DE,19702,39.656526,-75.687642,2.5,10,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Real Estate Services, Real Estate, Home Services, Pressure Washers, Gutter Services, Home Cleaning, Tiling","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}","['Real Estate Services', ' Real Estate', ' Home Services', ' Pressure Washers', ' Gutter Services', ' Home Cleaning', ' Tiling']",Others,,False,False,False,8.0,8.0,8.0,8.0,8.0,,
23,JNH-hcySeuGmtI_t8dG3Dw,Del Rose Cafe,1707 Delaware Ave,Wilmington,DE,19806,39.758506,-75.5626773,4.0,8,0,"{'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Restaurants, Italian",,"['Restaurants', ' Italian']",Food,Italian,False,True,False,,,,,,,
24,WtHsNHG_TNCfa470ZqDwOg,"CertaPro Painters of Wilmington, DE",405 Old Dupont Rd,Wilmington,DE,19804,39.735557,-75.589313,3.5,5,1,{'BusinessAcceptsCreditCards': 'True'},"Home Services, Painters, Contractors","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}","['Home Services', ' Painters', ' Contractors']",Others,,False,False,False,8.0,8.0,8.0,8.0,8.0,,
25,zgpjbobBY0fKvxAxOz7TkA,Apple Store - Christiana Mall,125 Christiana Mall,Newark,DE,19702,39.679299,-75.653025,3.0,105,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'BikeParking': 'True', 'DogsAllowed': 'False', 'RestaurantsTakeOut': 'None', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'None'}","Computers, Shopping, Mobile Phones, Local Services, IT Services & Computer Repair","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-18:0'}","['Computers', ' Shopping', ' Mobile Phones', ' Local Services', ' IT Services & Computer Repair']",Shopping,,False,True,False,11.0,11.0,11.0,11.0,11.0,11.0,7.0
26,YPekg_V_Ds24fo-ecpwSRQ,Residence Inn Wilmington Newark/Christiana,240 Chapman Road,Newark,DE,19702,39.667356,-75.681624,3.5,11,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'""}","Event Planning & Services, Hotels, Hotels & Travel",,"['Event Planning & Services', ' Hotels', ' Hotels & Travel']",Hotels,,True,False,False,,,,,,,
27,s_E4bhrgYKyCu4rqugJxIA,Sears Outlet,49 University Plz,Newark,DE,19702,39.666455,-75.67055,3.0,30,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '4', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Shopping, Appliances, Appliances & Repair, Mattresses, Home & Garden, Local Services, Outlet Stores, Furniture Stores","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-19:0'}","['Shopping', ' Appliances', ' Appliances & Repair', ' Mattresses', ' Home & Garden', ' Local Services', ' Outlet Stores', ' Furniture Stores']",Shopping,,False,False,False,10.0,10.0,10.0,10.0,10.0,10.0,9.0
28,7wdeZyCvSH16M-goNdnOoQ,Ashley HomeStore,5131 Brandywine Pkwy,Wilmington,DE,19803,39.8312904103,-75.5388388902,2.0,56,1,"{'BikeParking': 'False', 'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Furniture Stores, Mattresses, Home Decor, Home & Garden, Shopping","{'Monday': '0:0-0:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-19:0'}","['Furniture Stores', ' Mattresses', ' Home Decor', ' Home & Garden', ' Shopping']",Shopping,,False,True,False,24.0,11.0,11.0,11.0,9.0,11.0,8.0
29,Up4Oz02uJpO1GqIB9aZVjA,Sevy's Auto Repair,245 Christiana Rd,New Castle,DE,19720,39.662992,-75.6331289,4.5,5,1,"{'WiFi': ""u'paid'"", 'BusinessAcceptsCreditCards': 'True'}","Auto Repair, Automotive, Tires, Transmission Repair","{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-17:0'}","['Auto Repair', ' Automotive', ' Tires', ' Transmission Repair']",Automotive,,True,False,False,11.0,11.0,11.0,11.0,10.0,,
30,h1TvMmhnpzyPlHR7KWa2pQ,Petals Flowers & Fine Gifts,4 West Rockland Rd,Wilmington,DE,19807,39.788769,-75.588891,5.0,8,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '4', 'BikeParking': 'True', 'RestaurantsDelivery': 'None', 'WheelchairAccessible': 'True'}","Florists, Shopping, Accessories, Fashion, Gift Shops, Flowers & Gifts","{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-16:0'}","['Florists', ' Shopping', ' Accessories', ' Fashion', ' Gift Shops', ' Flowers & Gifts']",Shopping,,False,True,False,7.0,7.0,7.0,7.0,7.0,6.0,
31,dIRmLJ2-gRhdlhEbpe5OmA,Four Points by Sheraton Newark Christiana Wilmington,56 S. Old Baltimore Pike,Newark,DE,19702,39.6624417,-75.6636292,3.0,36,1,"{'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False'}","Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}","['Hotels & Travel', ' Event Planning & Services', ' Venues & Event Spaces', ' Hotels']",Hotels,,True,False,False,24.0,24.0,24.0,24.0,24.0,24.0,24.0
32,ekBvLA43oEWEswUXZI0bYQ,Shawerma Palace,311 N King St,Wilmington,DE,19801,39.73989,-75.55074,4.5,8,0,"{'HasTV': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Restaurants, Middle Eastern",,"['Restaurants', ' Middle Eastern']",Food,Others,False,False,False,,,,,,,
